,Author,Sentence
5816,3,"One at each end.""  ""We will need a certain number of men,"" he said."
5817,3,"""How many men can you get?""  ""I can bring as many men as you wish,"" the old man said."
5818,3,"""There are many men now here in the hills.""""How many?""""There are more than a hundred."
5819,3,"But they are in small bands.How many men will you need?""""I will let you know when we have studied the bridge."" ""Do you wish to study it now?""  ""No."
5820,3,Now I wish to go to where we will hide this explosive until it is time.
5821,3,"I would like to have it hidden in utmost security at a distance no greater than half an hour from the bridge, if that is possible.""  ""That is simple,"" the old man said."
5822,3,"""From where we are going, it will all be downhill to the bridge."
5823,3,But now we must climb a little in seriousness to get there.
5824,3,"Are you hungry?""  ""Yes,"" the young man said."
5825,3,"""But we will eat later."
5826,3,"How are you called? I have forgotten."" It was a bad sign to him that he had for? gotten.FOR  WHOM  TH E  B E LL  T O LLS	3  ""Anselmo,"" the old man said."
5827,3,"""I am called Anselmo and I come from Barco de Avila."
5828,3,"Let me help you with that pack.""  The young man, who was tall and thin, with sun-streaked fair hair, and a wind- and sun-burned face, who wore the sun-faded flannel shirt, a pair of peasant's trousers and rope-soled shoes, leaned over, put his arm through one of the leather pack straps and swung the heavy pack up onto his shoulders."
5829,3,He worked his arm through the other strap and settled the weight of the pack against his back.
5830,3,"His shirt was still wet from where the pack had rested.""I have it up now,"" he said."
5831,3,"""How do we go?"" ""We climb,"" Anselmo said."
5832,3," Bending under the weight of the packs, sweating, they climbed steadily in the pine forest that covered the mountainside."
5833,3,"There was no trail that the young man could see, but they were working up and around the face of the mountain and now they crossed a small stream and the old man went steadily on ahead up the edge of the rocky stream bed."
5834,3,"The climbing now was steeper and more difficult, until finally the stream seemed to drop down over the edge of a smooth granite ledge that rose above them and the old man waited at the foot of the ledge for the young man to come up to him.""How are you making it?""  ""All right,"" the young man said."
5835,3,He was sweating heavily and his thigh muscles were twitchy from the steepness of the climb.
5836,3," ""Wait here now for me."
5837,3,I go ahead to warn them.
5838,3,"You do not want to be shot at carrying that stuff.""""Not even in a joke,"" the young man said."
5839,3,"""Is it far?"" ""It is very close."
5840,3,"How do they call thee?""  ""Roberto,"" the young man answered."
5841,3,"He had slipped the pack off and lowered it gently down between two boulders by the stream bed.""Wait here, then, Roberto, and I will return for you.""  ""Good,"" the young man said."
5842,3,"""But do you plan to go down this way to the bridge?""  ""No."
5843,3,When we go to the bridge it will be by another way.
5844,3,"Shorter and easier.""""I do not want this material to be stored too far from the bridge."" ""You will see."
5845,3,"If you are not satisfied, we will take another place."" ""We will see,"" the young man said."
5846,3, He sat by the packs and watched the old man climb the ledge.
5847,3,It was not hard to climb and from the way he found hand-holds with? out searching for them the young man could see that he had climbed it many times before.
5848,3,Yet whoever was above had been very careful not to leave any trail.
5849,3," The young man, whose name was Robert Jordan, was extremely hungry and he was worried."
5850,3,He was often hungry but he was not usually worried because he did not give any importance to what happened to himself and he knew from experience how simple it was to move behind the enemy lines in all this country.
5851,3,"It was as simple to move behind them as it was to cross through them, if you had a good guide."
5852,3,It was only giving importance to what hap? pened to you if you were caught that made it difficult; that and deciding whom to trust.
5853,3,"You had to trust the people you worked with completely or not at all, and you had to make decisions about the trusting."
5854,3,He was not worried about any of that.
5855,3,But there were other things.
5856,3, This Anselmo had been a good guide and he could travel wonder? fully in the mountains.
5857,3,Robert Jordan could walk well enough him? self and he knew from following him since before daylight that the old man could walk him to death.
5858,3,"Robert Jordan trusted the man, Anselmo, so far, in everything except judgment."
5859,3,"He had not yet had an opportunity to test his judgment, and, anyway, the judgment was his own responsibility."
5860,3,"No, he did not worry about Anselmo and the problem of the bridge was no more difficult than many other prob? lems."
5861,3,He knew how to blow any sort of bridge that you could name and he had blown them of all sizes and constructions.
5862,3,"There was enough explosive and all equipment in the two packs to blow this bridge properly even if it were twice as big as Anselmo reported it,as he remembered it when he had walked over it on his way to La Granja on a walking trip in 1933, and as Golz had read him the de? scription of it night before last in that upstairs room in the house out? side of the Escorial."
5863,3," ""To blow the bridge is nothing,"" Golz had said, the lamplight on his scarred,shaved head,pointing with a pencil on the big map."
5864,3,"""You  """"Yes, I understand.""""Absolutely nothing."
5865,3,"Merely to blow the bridge is a failure.""""Yes, Comrade General."
5866,3,"""  ""To blow the bridge at a stated hour based on the time set for the attack is how it should be done."
5867,3,You see that naturalIy.
5868,3,"That is your right and how it should be done.""Golz looked at the pencil,then tapped his teeth with it."
5869,3,Robert Jordan had said nothing.
5870,3," ""You understand that is your right and how it should be done,"" Golz went on, looking at him and nodding his head."
5871,3,He tapped on the map now with the pencil.
5872,3,"""That is how I should do it."
5873,3,That is what we cannot have.
5874,3,"""""Why,Comrade General?""  ""Why?"" Golz said, angrily."
5875,3,"""How many attacks have you seen and you ask me why? What is to guarantee that my orders are not changed? What is to guarantee that the attack is not annulled? What is to guarantee that the attack is not postponed?What is to guarantee that it starts within six hours of when it should start? Has any attack ever been as it should?""""It wilI start on time if it is your attack,"" Robert Jordan said."
5876,3," ""They are never my attacks,"" Golz said."
5877,3,"""I make them."
5878,3,But they are not mine.
5879,3,The artillery is not mine.
5880,3,I must put in for it.
5881,3,I have never been given what I ask for even when they have it to give.
5882,3,That is the least of it.
5883,3,There are other things.
5884,3,You know how those people are.
5885,3,It is not necessary to go into all of it.
5886,3,Always there is something.
5887,3,Always some one will interfere.
5888,3,So now be sure you understand.
5889,3,"""""So when is the bridge to be blown?"" Robert  had asked."
5890,3,"""After the attack starts."
5891,3,As soon as the attack has started and notbefore.
5892,3,So that no reinforcements will come up over that road.
5893,3,""" He pointed with his pencil."
5894,3,"""I must know that nothing wilI come up over that road.""""And when is the attack?""  ""I will tell you."
5895,3,But you are to use the date and hour only as an indication of a probability.
5896,3,You must be ready for that time.
5897,3,You will blow the bridge after the attack has started.
5898,3,"You see?"" he in? dicated with the pencil."
5899,3,"""That is the only road on which they can bring up reinforcements."
5900,3,"That is the only road on which they can get up tanks, or artillery, or even move a truck toward the pass which I attack."
5901,3,I  know that bridge is gone.
5902,3,"Not before, so itcan be repaired if the attack is postponed."
5903,3,No.
5904,3,It must go when the attack starts and I must know it is gone.
5905,3,There are only two sentries.
5906,3,The man who will go with you has just  from there.
5907,3,"He is avery reliable man, they say."
5908,3,You will see.
5909,3,He has people in the moun? tains.
5910,3,Get as many men as you need.
5911,3,"Use as few as possible, but use enough."
5912,3,"I do not have to tell you these ""And how do I determine that the attack has started?""  ""It is to be made with a full division."
5913,3,There will be an aerial bom? bardment as preparation.
5914,3,"You are not deaf,are you?""  ""Then 1 may take it that when the planes unload, the attack has started?""  ""You could not always take it like that,"" Golz said and shook his head."
